발화문,의도
어 나 이벤트에 당첨됐어.,neutral
이 안에 갇힌 것 같아.,neutral
아 짜증나! 그 새끼는 할 일이 없으면 집에나 갈 것이지 결혼 못 한 히스테리를 나한테 부리는건가? 왜 나한테만 그러는거지?,neutral
한 명 뽑는거였어.,neutral
어. 그런 것 같아.,neutral
나만 미워하고 나만 맨날 일만 시키고 나만 괴롭힌단 말이야! 그래서 화가 나서 그래.,neutral
헐 나 이벤트 당첨됐어.,neutral
과연 그럴까? 나를 너무 많이 미워하는데. 무슨 음악 좋아하는지도 모르고 좀 어렵단 말이야.,neutral
나 오늘 짭새가 몰려있길래 궁금해서 구경 다녀왔어.,neutral
내 휴가가 엉망이야.,neutral
나 오늘 짭새가 몰려있길래 궁금해서 구경 다녀왔어.,neutral
내가 나갔다 온 건 어떻게 알지? 내일 일은 내일 생각해야지. 비가 오면 우산 쓰면 돼.,neutral
아니 아까 산책하다가 깜짝 놀랬어.,neutral
그런 걱정은 안 해도 돼! 비 맞을 일도 없고 건강은 아직은 괜찮아.,neutral
아니 다친 사람 없었어.,neutral
나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
누군가가 시비를 걸었는지 싸움이 크게 나고 있어. 치고 박고 난리도 아냐!,neutral
그런 것 같아. 나는 무서워서 그냥 왔어.,neutral
어. 한 번 그렇게 생각해볼까?,neutral
치킨은 프로 없어.,neutral
알겠어. 고마워.,neutral
응 진짜 깜짝놀랬어.,neutral
어 그래. 고마워.,neutral
그렇게 해봐야겠다.,neutral
알겠어. 고마워.,neutral
어 그래야될 것 같다.,neutral
뭐 어때.,neutral
구경은 한 10분 했어.,neutral
왕은 그냥 그런 편이야.,neutral
응. 모르겠어.,neutral
그래그래그래. 알았어.,neutral
무슨 일인지 모르겠어.,neutral
그럴지도 몰라.,neutral
내일 친구를 만나는데 뭘 먹을지 모르겠어.,neutral
학교 근처에서 만나기로 했어.,neutral
내일 친구를 만나는데 뭘 먹어야 할지 모르겠어.,neutral
은행동에서 만나기로 했어.,neutral
나쁘지 않은데 일식에 애피타이저가 있나?,neutral
아 진짜? 그러면 고맙지! 완전 땡큐다.,neutral
어 완전 드디어 끝났어.,neutral
엥? 음 국내도 나쁘지 않지?,neutral
나 오늘 짭새가 몰려 있길래 구경 다녀왔어.,neutral
오늘 짭새가 몰려있어서 구경 다녀왔어.,neutral
진짜? 내일 비온대? 처음 들었어.,neutral
나 오늘 짭새가 몰려있었길래 구경 다녀왔다.,neutral
알았어. 앞으로 조심할게. 왜 몰려있었던지는 잘 모르겠어.,neutral
어 한 30분 정도?,neutral
나 요즘 주식을 시작했는데.,neutral
떨어졌어.,neutral
아무래도 그래야겠지?,neutral
달리는 동안에는 너무 지치고 힘들었는데 결승선을 통과하는 순간 기분이 엄청 좋았어.,neutral
아까 산책하다가 깜짝 놀랐어.,neutral
내가 빨리 달려가서 해피를 안고 왔기 때문에 다행히 아무 일도 없었어.,neutral
아까는 해피때문에 엄청 놀랐는데 지금은 좀 진정됐어.,neutral
나 이번에 주식을 시작하게 됐어.,neutral
전자종목이 전망이 좋다고 해서 전자종목을 구입했어.,neutral
당첨자가 한 명이었는데 내가 당첨됐어. 나 운 좋지?,neutral
간신히 잠이 들어서 잠을 자고 있는데 천둥소리 땜에 놀라서 깼어.,neutral
실제로 엄청 큰 천둥소리 때문에 깜짝 놀라서 깨서 잠도 못잤어.,neutral
아 짜증나. 그새끼 일 끝났으면 집에나 가지. 남아가지고 왜 나한테 뭐라고 그래? 짜증나.,neutral
다른 직원들한테는 친절하면서 나한테만 짜증내고 뭐라고 하니까 내가 화가 나서 그래.,neutral
집 주변까지 물이 차올라서 밖으로 나갈수가 없어.,neutral
나 오늘 짭새들이 몰려있길래 궁금해서 구경 다녀왔어.,neutral
사람들이 너무 많이 와있어서 무슨 일인지 못봤어.,neutral
30분 정도 구경을 했는데 앞에 사람들이 너무 많아서 볼 수가 없었어.,neutral
나 오늘 짭새들이 몰려있길래 궁금해서 구경 다녀왔어.,neutral
사람들이 너무 많이 구경을 하고 있어서 무슨 일인지 볼 수가 없었어.,neutral
정확한 거는 모르겠는데 사람들 말로는 싸워서 경찰이 왔대.,neutral
드디어 구매한 노트북이 오늘 도착했어.,neutral
알았어. 지금이라도 사용설명서 보고 살펴볼게.,neutral
할 거 많아. 영화도 다운받고 프로젝트도 해야 돼.,neutral
그런 게 있으면 지금 당장 가입해야지.,neutral
아우 그새끼는 왜 내 옆에 붙어서 짜증나게 지랄이냐구. 집에나 갈 것이지.,neutral
그새끼가 나한테 어떻게 했는데. 니가 안 당해서 그래.,neutral
기분이 풀어질 수 있는 아무 음악이나 해줘.,neutral
그러니까 구경 좀 할려니깐 쫓아내고 지랄이야.,neutral
근처에도 못 가봤어. 얼마나 지랄거리든가.,neutral
갑자기 짭새가 몰려와서 구경갔다왔어.,neutral
짭새 구경갔다가 우산도 잃어버리고 왔어.,neutral
짭새가 갑자기 몰려와서 구경갔다왔어.,neutral
그러니까 나도 궁금해서 쫓아갔었다니깐.,neutral
난 양식이 더 좋은데 내 친구는 일식이 더 좋대.,neutral
나 에피타이저 좋아해.,neutral
나 드디어 프로젝트 끝났어.,neutral
당연하지. 한 달 간 엄청 고생했잖아.,neutral
그렇잖아도 내일 만나기로 약속했어.,neutral
알았어. 내일 만나서 여행계획 세울거야.,neutral
강남역에서 만나기로 했는데 뭘 먹을지 아직 못 정했어.,neutral
친구가 초밥을 좋아하니까 일식집이 괜찮을 것 같아.,neutral
나 너무 우울해.,neutral
어 완전. 아 그래서 침대에서 일어나기가 너무 싫어.,neutral
내 마음을 풀어줄려고 이렇게까지 하는거야? 정말 고마워.,neutral
코로나 때문에 회사도 못 가고 재택근무 하고 있어.,neutral
맞어. 사람은 밖에서 활동을 해야 해.,neutral
좋은 음악 들으면 기분이 좋아지긴 해.,neutral
영화까지 찾아주면 정말 고맙지.,neutral
아니 요즘 다들 왜들 그러는지 모르겠어.,neutral
있어? 추천해줄만한 거 있어?,neutral
억지로 하는 사과는 진정성이 없어.,neutral
그 영상보면 정말 기분이 좋아져?,neutral
아 진짜? 고마워.,neutral
나 혼자 갇힌 것 같아.,neutral
내 휴가가 엉망이야.,neutral
자다가 재난문자도 못보고 피하라는 전화도 못받았어.,neutral
우리집까지 물이 들어오진 않아서 난 괜찮아.,neutral
오늘부터 일주일동안 휴가기간인데 휴가기간 내내 비소식이 있어. 짜증나.,neutral
헐 나 이벤트에 당첨된 것 같아.,neutral
한 명 뽑는데 그게 내가 된 거야.,neutral
당연히 맘에 들지. 아주 비싼 향수거든.,neutral
쓰레기통에서 역겨운 냄새가 나고 있어.,neutral
쓰레기를 며칠 안버렸더니 그래.,neutral
안그래도 지금 나와서 버리고 올라고.,neutral
그러게 그것도 나쁘지 않겠다. 찾아봐야겠어.,neutral
내 휴가가 엉망진창 되었어.,neutral
내가 빨리 안치워서 그런건데 뭐. 괜찮아.,neutral
내가 휴가 첫날부터 온종일 비오는걸 보고있어.,neutral
회사가 바빠서 1년동안 휴가도 못냈었어.,neutral
아니 아까 나 해피 산책시키다가 엄청 놀랐어.,neutral
목줄이 갑자기 끊어져버린거야.,neutral
다행히 지나가던 아저씨가 붙잡아.,neutral
해피가 막 다른 사람들을 물진 않아서 괜찮은데. 음 그래도 그냥 좀 그랬어.,neutral
지금은 괜찮은데 아까 생각하면 좀 아직도 아찔해.,neutral
내가 이번에 마라톤 대회 나갔었잖아. 근데 그 곳에서 내 기록이 많이 단축됐어.,neutral
맞아. 희한하게 결승선을 통과하는 순간 힘든게 싹 사라지더라.,neutral
같이 마라톤 준비하는 모임이 있어.,neutral
친구가 같이 하자고 연락이 왔었어.,neutral
어차피 팔지도 못해. 팔면 손해가 크거든.,neutral
나 어제 자다가 깜짝 놀랐어.,neutral
원래는 천둥소리였어. 잠결에 들어서 그런거였거든.,neutral
그때는 정말 놀랐는데 지금은 그렇게 놀랄 필요도 없는 소리같았어.,neutral
화장실은 청소를 해도해도 끝이 안나. 곰팡이와의 전쟁이야.,neutral
그래서 그런가 하루종일 화장실만 청소해.,neutral
그렇다면 당연히 구매해야지.,neutral
그렇잖아도 지금 버리고 오는 길이다.,neutral
다음부터는 빨리빨리 버려야 되겠어.,neutral
딱 한 명 뽑는 거였어. 내가 당첨됐어.,neutral
아니 이제 자랑할라고.,neutral
장마철이라서 곰팡이가 많이 생기고 청소를 해도 없어지지 않아서 신경이 많이 쓰여.,neutral
드디어 구매한 노트북이 도착했어. 뜯어봐야지.,neutral
아니 요즘 다들 왜 그러는거지? 난 이해할 수가 없어.,neutral
좋아 고마워.,neutral
나 너무 우울해.,neutral
계속 내리고 있어서 손해를 보니까 그냥 팔아버릴라고 했는데 너의 말을 들어보니까 조금 더 가지고 있는게 나을 거 같아.,neutral
나 너무 우울해.,neutral
친구한테 자랑했더니 너무 좋아하더라고. 약간 부러워하는 거 같기도 해. 정말 너무 행운이었어.,neutral
알았어. 제품에 문제가 없는지 여기저기 꼼꼼히 살펴볼게.,neutral
쓰레기통에서 역겨운 냄새가 나.,neutral
냄새가 너무 고약하고 날파리가 꼬여서 지금 쓰레기를 밖에다 내놨어.,neutral
힘들지만 집에 고약한 냄새가 나니까 얼른 청소해야지.,neutral
사과영상을 봤는데 사과라기보다는 자기 변명을 하더라구. 그래서 더 화가 났어.,neutral
지금은 아무 영상도 보고싶지 않아.,neutral
오늘 최종발표를 마쳤으니까 이제 완전히 끝난거야.,neutral
너의 말대로 여행을 다녀오는 것도 의미가 있을 것 같아.,neutral
나 오늘 짭새가 몰려있길래 궁금해서 구경 다녀왔어.,neutral
아마 절도사건이 있어서 그런 거 같애.,neutral
어 그건 아닌 거 같은데 그냥 단순 절도인 거 같애.,neutral
나 오늘 짭새가 몰려있길래 구경 다녀왔다.,neutral
우산? 우산 저번에 부러졌는데. 아 새로 사야겠다 그러면.,neutral
매일 집에만 있어서 괜찮아.,neutral
알았어. 다음부터 조심할게. 음 한 10분 정도?,neutral
나 축하해줘. 기분 좋은 일이 생겼어.,neutral
내가 10km 마라톤 대회에 출전했는데 거기서 예전의 내 기록을 훨씬 갱신했어.,neutral
내가 달리는 운동을 좋아해서 매번 마라톤 대회에 출전하고 있어.,neutral
함께 달리는 크루가 있어서 큰 힘이 되고 있어.,neutral
함께 달리는 크루가 있어서 내가 힘들고 지칠때마다 큰 도움을 받아.,neutral
아까 해피를 산책시키다가 엄청 놀랐어.,neutral
갑자기 해피의 목줄이 끊어져서 해피가 막 달려나갔어.,neutral
내가 빨리 달려가서 해피를 안고 왔기 때문에 아무 일도 안생겼어.,neutral
집에서 쉬고나니까 이제 마음이 안정됐어.,neutral
단톡방에서 아는 지인이 주식을 해보라고 추천해줬어.,neutral
주식가격이 계속 떨어지고 있어서 손해를 보고 있어.,neutral
시간이 지나면 나의 주식도 오를 수 있겠지?,neutral
내가 좋아하는 인플루언서가 진행하는 이벤트에 당첨되었어.,neutral
당첨자는 한 명 뽑는건데 내가 당첨됐어.,neutral
선물이 내가 갖고싶었던 향수라서 너무 마음에 들어.,neutral
주변 사람들한테 이벤트에 당첨돼서 비싼 향수를 받았다고 자랑했어.,neutral
나 갇히게 된 거 같아.,neutral
나 혼자 집 안에 갇히게 됐어.,neutral
자고 일어났는데 비가 너무 많이 와서 우리 동네가 고립되면서 갇히게 됐어.,neutral
창문으로 집 밖을 봤는데 집 주변까지 물이 차올라서 밖으로 나갈 수가 없어.,neutral
아직은 집 안으로 물이 들어오지 않았는데 물이 들어올까봐 걱정돼.,neutral
잠을 자다가 천둥소리 때문에 깜짝 놀라서 깼어.,neutral
어제는 엄청 놀라고 무서워서 잠도 못잤어. 지금은 괜찮아.,neutral
내가 깜짝 놀란거 빼고는 아무일도 없었어. 다행이지.,neutral
아 짜증나. 이새끼 일끝났으면 집에나 갈 것이지. 남아가지고 나한테 뭐라고 해.,neutral
다른 직원들한테는 친절하면서 나한테만 자꾸 잔소리하니까 짜증나서 그렇지.,neutral
음악이나 들으면서 기분을 풀어야겠어. 나는 발라드가 좋아.,neutral
나 오늘 짭새들이 몰려있길래 궁금해서 구경 다녀왔어.,neutral
내일 비가 온대? 비가 얼마나 많이 오길래 큰일이라고 하는거야? 사무실에 우산은 없어.,neutral
너가 내일 날씨를 알려줘서 집에서 나올때 우산을 가지고 나오면 비 안맞을거야. 걱정하지 마.,neutral
나 오늘 짭새들이 몰려있길래 궁금해서 구경 다녀왔어.,neutral
많은 사람들이 구경을 하고 있어서 무슨일인지 볼수가 없었어.,neutral
구경온 사람들 말로는 싸워서 경찰이 출동한거래.,neutral
나 오늘 짭새들이 몰려있길래 궁금해서 구경 다녀왔어.,neutral
사람들이 너무 많아서 왜 몰려있는지 정확히 모르겠어.,neutral
30분 정도 구경을 했는데 잘 안보여서 그냥 집에 왔어.,neutral
바로 앞에 동네에서 만나기로 했어 그냥.,neutral
내일 친구랑 만나는데 어떤 걸 먹어야 될 지 고민이야.,neutral
맛집이 너무 많은 강남역이야.,neutral
난 양식이 너무 좋아.,neutral
당연히 좋지. 에피타이전데.,neutral
덕분에 쉽게 해결이 된 것 같아. 고마워.,neutral
친구를 만나기로 했는데 뭘 먹어야할지 모르겠어.,neutral
나 프로젝트 드디어 끝났어.,neutral
응. 한달간 고생했잖아. 완전히 끝냈어.,neutral
친구랑 분위기있게 양식을 먹고 싶어.,neutral
신나는 음악 듣고 싶어.,neutral
그렇잖아도 친구들이랑 약속했어. 만나기로.,neutral
너가 추천한 곳이니까 믿고 먹고올게. 맛있을 것 같아. 알려줘서 고마워.,neutral
알았어. 내일 만나서 여행계획 세울게.,neutral
너가 추천한 곳이니까 맛있을 거 같아. 고마워.,neutral
나 너무 우울해.,neutral
코로나 때문에 회사가 재택근무로 바뀌었어.,neutral
맞아. 갈수록 몸이 더 힘들어지는 것 같애.,neutral
그런 음악 있으면 빨리 추천해줘.,neutral
나 영화 좋아해. 액션영화로 부탁해.,neutral
아니 요즘 다들 왜 그모냥들이야?,neutral
유튜버들 진짜 심해. 뒷광고 하고있어.,neutral
더 실망스러운건 스스로 잘못을 인정하지 않는다는 거야. 사과도 억지로 해.,neutral
억지로 하는 사과는 진정성이 없어.,neutral
응. 오늘은 꼭 그런 영상이 필요한 것 같아.,neutral
나 아무래도 혼자 갇힌 것 같아.,neutral
자고 일어났더니 주변이 온통 물바다야.,neutral
자다가 재난문자도 못봤고 피하라는 전화는 못받았어.,neutral
그렇다니깐. 우리집 빼고 다 물바다야.,neutral
집안까지 물은 들어오지 않아서 나는 괜찮아.,neutral
헐 나 이벤트에 당첨되었대.,neutral
유명한 인플루언서가 하는 이벤트야.,neutral
한명 뽑는데 그거에 내가 됐어.,neutral
당연히 맘에 들지. 비싼 향수야.,neutral
아직 말 안했어. 향수 오면은 같이 할라고.,neutral
하필 장마철이랑 겹쳐서 하루종일 비가 와.,neutral
원래 휴가 계획은 여름바다 갈려고 했지.,neutral
회사가 바빠서 1년만에 낸거야.,neutral
알았어. 난 영화를 좋아하니 영화보는걸로 할게.,neutral
나 아까 해피 산책시키다가 정말 깜짝 놀랬어.,neutral
멀쩡하던 목줄이 갑자기 끊어져버린거야.,neutral
무슨일이 생기기 전에 지나가던 아저씨가 잡아주셨어.,neutral
일이 너무 많고 바빠서 1년만에 받은 휴가인데 비때문에 망했어.,neutral
다행히 주변에 사람은 별로 없었어.,neutral
휴가기간 내내 비소식이 있으니까 아무래도 너의 말대로 해야될 거 같아.,neutral
마라톤 대회 이번에 출전했잖아. 내 기록이 엄청나게 향상된거야.,neutral
아니. 일반인 중에서 좀 잘 뛰었다고.,neutral
결승선을 통과하는 순간 힘든게 싹 사라지더라고.,neutral
운동도 같이 하고 같이 대회에 나가는 사람들도 있어.,neutral
나 요즘 주식 시작했는데 너무 슬퍼.,neutral
친구 소개로 하게되었어.,neutral
요즘 케이팝이 좋잖아. 엔터테인먼트 주식이야.,neutral
샀을 때보다 많이 빠진 상태야.,neutral
지금은 팔지도 못해.,neutral
나 어제 자다가 정말 깜짝 놀랐어.,neutral
아니 옆에서 폭탄터지는 소리가 나더라고.,neutral
천둥소리였어. 잠결에 들어서 폭탄 터지는 소리로 들렸던 거야.,neutral
놀란 건 괜찮아. 걱정하지 마.,neutral
나 갇힌 거 같아 지금.,neutral
아니 우리집이 홍수피해지역으로 떴는데 아 모르겠어. 지금 우리집 주변에 다 물로 찬 거 같애.,neutral
어 이미 주변은 물이 다 찬 거 같애. 내가 아까 창문으로 봤거든.,neutral
집안에 물이 들어온 거 같진 않고 나도 괜찮은데 지금 나가질 못하고 있어.,neutral
알았어. 잘 때 좀 걱정이 되긴 하네.,neutral
맞아. 우리집은 환기가 될만한 곳이 없어.,neutral
하루종일 화장실만 청소하는 기분이야.,neutral
그거 써야될 거 같애 아무래도.,neutral
지금 당장 구매할게.,neutral
쓰레기통에서 냄새가 나기 시작했어.,neutral
내가 제 때 안버려서 그러는 거 같애.,neutral
알았어. 바로 묶어서 버릴게.,neutral
쓰레기 냄새랑 섞이면 어떡하려고 방향제를 쓰라그래?,neutral
덕분에 교훈 하나 얻었지 뭐.,neutral
드디어 구매한 노트북이 오늘 왔어.,neutral
비싼 건 못샀어. 알바비 모아서 산거야.,neutral
알았어. 사용설명서 보고 살펴볼게.,neutral
영화도 다운받고 프로젝트도 해야 돼.,neutral
당연히 보험에 가입해야지.,neutral
최종 발표를 마쳤으니까 이제 완전히 끝났어.,neutral
신나는 음악을 듣는 거 좋아.,neutral
상사새끼는 왜 집에도 안 가고 내 옆에 붙어서 지랄이야?,neutral
오랜만에 친구들을 만나는 것도 좋을 것 같은데.,neutral
한동안 못갔던 여행을 떠나는 것도 의미가 있을 것 같아.,neutral
기분 나쁜 이 감정이 사라지는 음악 부탁해.,neutral
드디어 구매한 노트북이 도착했어. 뜯어봐야지.,neutral
나 짭새가 몰려있어서 구경갔다 왔어.,neutral
200만원 정도 하는 노트북을 샀는데 배송이 늦어져서 걱정하고 있었어. 근데 오늘 도착했어.,neutral
나도 잘 몰라. 그게 궁금해서 구경갔었지.,neutral
하지도 못했어. 바로 쫓아내더라구.,neutral
노트북을 꼼꼼히 살펴봤는데 작동도 잘되고 문제가 없어.,neutral
갑자기 짭새가 몰려들어서 구경갔다왔어.,neutral
노트북으로 동영상을 보면서 중국어 공부를 할 거야.,neutral
짭새 구경갔다가 우산도 잃어버리고 왔어.,neutral
알았어. 노트북 매뉴얼도 잘 살펴볼게.,neutral
환절기라서 비염빼고는 괜찮아.,neutral
화장실은 청소를 해도 곰팡이가 안없어져.,neutral
짭새가 몰려와서 구경갔다왔어.,neutral
나도 그게 궁금해서 갔다왔어.,neutral
그래서 신경쓰고 더 청소를 하는데 곰팡이가 안없어져.,neutral
그런건 아닌 거 같아. 그래서 그냥 왔어.,neutral
장마철이라서 곰팡이가 많이 생기는데 신경이 쓰여.,neutral
곰팡이 제거제가 효과가 있어?,neutral
효과가 있다고 하니까 나 구매할래. 좋은 제품 좀 알려줘.,neutral
쓰레기통에서 역겨운 냄새가 나.,neutral
쓰레기통에 음식물쓰레기를 버렸는데 음식물쓰레기가 상해서 냄새가 나는거야.,neutral
냄새가 너무 나고 날파리가 꼬여서 지금 쓰레기를 밖에다 빼놨어.,neutral
내가 음식물쓰레기를 버려가지고 생긴 일이니까 얼른 청소해야지.,neutral
아니. 요즘 다 왜 이러는 거야? 정말 이해가 안 돼.,neutral
내가 좋아하는 유튜버가 뒷광고를 했다고 시청자들한테 사과하는 영상을 올렸어.,neutral
너무 화가 나고 배신감이 느껴져. 어쩜 그럴수가 있어?,neutral
나 지금 너무나 화가 나는데 어떤 영상을 보여줄건데?,neutral
영상을 보면 마음이 좀 풀릴 것 같긴 하네.,neutral
내일 친굴 만나는데 뭘 먹을지 모르겠어.,neutral
역에서 만나기로 했어요.,neutral
오랜만에 양식이 좋은 것 같아요.,neutral
오 좋네요. 거기 알려주세요.,neutral
네. 주소 알려주시면 내일 갈게요.,neutral
프로젝트 끝났어!,neutral
완전히 끝났어요. 너무 기뻐요.,neutral
그래야겠어요. 제가 좋아하는 음악으로요.,neutral
그럴려구요. 이번 주말에 친구 오랜만에 만나요.,neutral
네. 오랜만에 긴 잠을 자야겠어요.,neutral
나 너무 우울해.,neutral
코로나 때문에 친구들도 못 만나고.,neutral
맞아요. 그리고 요즘 재택근무라 더 뭔가 맘이 무거워요.,neutral
네. 추천 부탁드려요.,neutral
강남역에서 만나.,neutral
나는 양식이 더 좋아.,neutral
와 그거 너무 좋대.,neutral
내 휴가가 엉망이야.,neutral
오랜만에 휴가냈는데 밖에는 비가 너무 와가지고.,neutral
바닷가가서 놀기로 했는데.,neutral
완전히 끝났어.,neutral
어쩔수없이 그렇게 해야겠어요.,neutral
그거 좋지.,neutral
헐 나 이벤트 당첨됐어.,neutral
그거 너무 고맙네.,neutral
어떤거였는지 잘 생각안나는데 스벅쿠폰이 당첨됐어요.,neutral
이제 하려구요.,neutral
아니 아까 해피 산책시키다가 깜짝 놀랬어.,neutral
반대편에서 오던 사람이 목줄이 끊어졌어.,neutral
네. 근데 달려와가지고 엄청 놀랐어.,neutral
네 놀랐어요.,neutral
지금 집에 와서 다행이긴 하는데.,neutral
쓰레기통에서 역겨운 냄새가 나고 있어.,neutral
네. 바로 버려야겠어요.,neutral
네. 빨리 환기시켜야겠어요.,neutral
바닷가에 놀러가는 거였어.,neutral
일년만에 휴간데.,neutral
한번 찾아보려고 해.,neutral
나 아까 해피 산책시키다가 엄청 놀랬어.,neutral
가 목줄끊고 도망간거야.,neutral
아니 그런 건 전혀 없었어.,neutral
괜찮았어.,neutral
았어. 고마워.,neutral
톡방에 지인이 권유하더라고.,neutral
괜찮아졌어.,neutral
다른 피해는 없었어.,neutral
화장실은 아무리 청소를 해도 곰팡이가 안 없어져.,neutral
건가? 아무튼 너무 짜증나.,neutral
수없지 뭐.,neutral
왔었나봐.,neutral
그래야겠다.,neutral
할수없지 뭐. 고마워.,neutral
어 괜찮은 데가 있나?,neutral
오우 좋은 선택권이다.,neutral
나 드디어 노트북 샀어.,neutral
싼 거 샀어.,neutral
그래. 확인해볼게.,neutral
보려고 해.,neutral
그거 찾아봐야겠다.,neutral
나 드디어 프로젝트 끝났어.,neutral
응 완전 신나.,neutral
그것도 좋은 것 같다.,neutral
대답 고마워.,neutral
아 뭐 어때.,neutral
나 갇힌 거 같아.,neutral
자고 일어났더니 밖에 홍수가 나서.,neutral
지금 집인데 문이 안 열려요.,neutral
그런 거 같아요. 창문을 캘 수 밖에.,neutral
조금씩 물이 들어오는 것 같긴 한데 아직 괜찮아요.,neutral
나 요즘 주식을 시작했는데.,neutral
친구가 추정해줬는데 좀 좋을 거 같아서 시작했어.,neutral
해외 주식을 시작했는데 잘 안 올라가지고 손해만 보고 있어요.,neutral
많이 내려가지고 지금 팔면 안될 거 같애요.,neutral
네. 그래야될 거 같아요. 손해가 너무 많아가지고.,neutral
화장실은 청소를 해도 곰팡이가 없어지지가 않아.,neutral
그런 거 같아서 항상 문을 열고 사는데.,neutral
네. 사와서 바르고 있는데 또 생겨.,neutral
네. 이미 사고 쓰고 있어요.,neutral
네. 추천할만한거 있으면 부탁드려요.,neutral
드디어 구매한 노트북이 도착했어. 뜯어봐야지.,neutral
싼 걸로 샀어요. 한 50만원 대였던거 같애요.,neutral
네. 배송이 일주일 늦어서 너무 기뻐요.,neutral
유튜브를 맘껏 즐길 예정이에요.,neutral
어 그렇구나. 몰랐어요. 알려줘서 감사합니다.,neutral
나 어제 잠자다가 깜짝놀랐어.,neutral
갑자기 천둥이 쳐서.,neutral
깨어난 후에도 계속 들었어요.,neutral
한동안 잠을 못잤어요. 지금 졸려요.,neutral
네 저희집은 괜찮았어요. 근데 다른 집은 모르겠네요?,neutral
아니 요즘 다 왜이러는거지? 이해가 안되네.,neutral
요즘 유튜버들이 자기가 산 것처럼 올려가지고 걸렸잖아요.,neutral
네. 믿고 썼었는데.,neutral
사과를 하기는 했는데 좀 그러네요.,neutral
왜요. 보고싶어요.,neutral
마라톤 대회 출전했는데 기록을 많이 갱신했어.,neutral
아니에요. 매일매일 좀 많이 연습했던 그게 있던 거 같애요.,neutral
네. 원래 뛰는게 안좋아해서. 근데 운동때문에 시작했어요.,neutral
아니요. 매일 혼자 연습했어요.,neutral
어 그렇게 해봐야겠어요. 일이랑 관련없는 얘기는 해본적이 없어가지구.,neutral
그래. 추천해줘. 우리는 아는 곳이 한군데도 없어서. 너무 좋지.,neutral
나 드디어 프로젝트 끝났어.,neutral
완전히 끝났어. 속이 너무 시원해. 그동안 고생을 많이했거든.,neutral
그래. 신나니까 음악도 듣고 충분히 좀 쉬어야겠어.,neutral
그래. 그동안 친구를 못만났으니까 못다했던 이야기도 하고 재밌게 놀고 와야겠어.,neutral
여행 너무 좋지. 너무 가고싶다. 그런데 갈 사람이 없어.,neutral
나 너무 우울해.,neutral
코로나 땜에 밖에 나가지도 못하고 집에서 일을 해야하니까 일도 안되고 답답해.,neutral
몸도 처지고 게을러지고 일할 의욕이 없어.,neutral
그래. 기분전환은 해야되겠어. 너무 처지니까 안되겠어.,neutral
그래. 영화도 보면서 조금은 휴식을 취하면서 일도 해야되겠어.,neutral
아니. 요즘은 다들 왜그러지? 이해가 안되네.,neutral
유튜버들이 사람들을 속이고 물품을 구매한 것처럼 꾸며대고 있어.,neutral
정말 실망스러워. 사람들은 그것도 모르고 진짠줄 알고 물건을 샀을 거 아니야.,neutral
사과도 믿을수가 없어. 그렇게 사람들을 속여놓고 미리 사과를 하든가 뒤늦게 이러는건 실망이야.,neutral
그래. 기분 전환 좀 해야 되겠어. 뭐든. 보면서. 마음을 진정시켜야겠어.,neutral
나 갇힌 것 같아.,neutral
집 안에 갇혀있어. 바깥을 보니까 온 동네가 물 난리야.,neutral
전화가 엄청 왔는데도 모르고 잠이 들어버렸어.,neutral
나갈 수가 없어. 바깥에 물이 엄청 많이 고여있어. 문도 안 열리구. 무서워.,neutral
다행히 물은 안 들어왔어. 그런데 바깥을 보니까 걱정이 돼.,neutral
나 이벤트 당첨 됐어.,neutral
인플루언서가 이벤트를 하는 걸 보고 신청했는데 당첨이 됐어.,neutral
한 명 뽑는 거였는데 운이 좋게도 내가 당첨 됐어.,neutral
너무 맘에 들어. 그 동안 내가 사고 싶었던 향수야. 비싸서 못 샀거든.,neutral
친구한테 얘길 했더니 너무 좋아하고 부러워하드라. 이런 일은 처음이야.,neutral
내 휴가가 엉망이야!,neutral
오랜만에 휴가를 냈는데 비가 너무 많이 와서 장마랑 태풍이 겹쳐가지구 나갈 수가 없어.,neutral
바닷가 해수욕장에 가서 물놀이도 실컷 하고 맛있는 것두 먹고 신나게 놀고 올 생각이었거든.,neutral
1년만에 휴가를 냈거든. 그동안 너무 바빠서 쉴 시간이 없었어.,neutral
아니 아까 해피 산책시키다가 깜짝 놀랬어!,neutral
해피 목줄이 끊겨가지구 얼마나 놀랬는지 몰라.,neutral
다행히 빨리 잡아서 큰일은 없었어. 그래도 너무 놀랐어.,neutral
"다들 난리가 났지. 도망가고, 소리치고, 얼마나 당황스러웠는지 몰라.",neutral
아직도 진정이 안 되고 있어. 정말 다음에는 조심을 많이 해야될 거 같아.,neutral
나 축하해줘! 기분 좋은 일이 있어.,neutral
마라톤 대회에서 기록을 갱신했어! 기분이 좋아.,neutral
선수는 아니고 내가 운동을 좋아해서 조금 연습을 많이 했어. 그랬더니 결과가 좋아.,neutral
기분이 너무 좋아! 뛰는 동안에는 숨이 막힐 정도로 힘이 들었거든. 그렇지만 열심히 한 결과가 좋으니까.,neutral
"그런 건 아니고, 나 혼자서 틈틈이 연습 많이 했어. 그랬더니 결과가 좋은 거야.",neutral
나 요즘 주식을 시작했는데.,neutral
